epoch,accuracy,loss,lr,val_accuracy,val_loss
34,0.7556089758872986,0.5485495328903198,0.001,0.7335058450698853,0.5242689251899719
35,0.7387820482254028,0.5510224103927612,0.001,0.7360931634902954,0.5178743600845337
36,0.7427884340286255,0.5487823486328125,0.001,0.7386804819107056,0.5157526135444641
37,0.754807710647583,0.5595953464508057,0.001,0.7283311486244202,0.5291839838027954
38,0.7556089758872986,0.5508363842964172,0.001,0.7360931634902954,0.5239155292510986
39,0.7475961446762085,0.5595647096633911,0.001,0.7567917108535767,0.5056888461112976
40,0.7459936141967773,0.5564145445823669,0.001,0.761966347694397,0.5002434849739075
41,0.7524038553237915,0.5441328883171082,0.001,0.7399741411209106,0.5164369940757751
42,0.7491987347602844,0.5386137962341309,0.001,0.72962486743927,0.5261523723602295
43,0.7483974099159241,0.545660138130188,0.001,0.7386804819107056,0.5226125121116638
44,0.7676281929016113,0.5257992148399353,0.001,0.745148777961731,0.5144509077072144
45,0.7652243375778198,0.5446593165397644,0.001,0.7490297555923462,0.5034826397895813
46,0.7676281929016113,0.5285467505455017,0.001,0.761966347694397,0.4875260889530182
47,0.7748397588729858,0.5343464016914368,0.001,0.763260006904602,0.48631709814071655
48,0.7708333134651184,0.5410942435264587,0.001,0.763260006904602,0.4916560649871826
49,0.7524038553237915,0.5281866788864136,0.001,0.7542043924331665,0.5107706189155579
50,0.7596153616905212,0.5332844257354736,0.001,0.7567917108535767,0.5051321387290955
51,0.7564102411270142,0.5547606348991394,0.001,0.7697283029556274,0.495779424905777
52,0.7620192170143127,0.5416396260261536,0.001,0.7671409845352173,0.497358113527298
53,0.7700320482254028,0.5308863520622253,0.001,0.7645536661148071,0.5038516521453857
54,0.7604166865348816,0.5376764535903931,0.001,0.7593790292739868,0.4963798522949219
55,0.7612179517745972,0.5289185643196106,0.001,0.7697283029556274,0.4883750081062317
56,0.7564102411270142,0.5202946662902832,0.001,0.7580853700637817,0.4885190427303314
57,0.75,0.5388290286064148,0.001,0.7606726884841919,0.4846890866756439
58,0.7596153616905212,0.5143479108810425,0.001,0.7606726884841919,0.489035427570343
59,0.7556089758872986,0.5301218032836914,0.001,0.7606726884841919,0.5010387301445007
60,0.7588140964508057,0.5360108613967896,0.001,0.763260006904602,0.4976240396499634
61,0.7644230723381042,0.5269914865493774,0.001,0.763260006904602,0.48982447385787964
62,0.7716346383094788,0.5121561884880066,0.001,0.761966347694397,0.4878782033920288
63,0.7676281929016113,0.5293999314308167,0.001,0.7645536661148071,0.4855174422264099
64,0.7692307829856873,0.5254520773887634,0.001,0.7529107332229614,0.4995891749858856
65,0.7692307829856873,0.5249980092048645,0.001,0.7554980516433716,0.4969767928123474
66,0.7612179517745972,0.5165368914604187,0.001,0.7658473253250122,0.4879298806190491
67,0.7668269276618958,0.5081368684768677,0.001,0.7684346437454224,0.49494680762290955
68,0.7668269276618958,0.52109295129776,0.001,0.7749029994010925,0.49261611700057983
69,0.7588140964508057,0.5416783094406128,0.001,0.7761966586112976,0.49356213212013245
70,0.7628205418586731,0.5166782140731812,0.001,0.7684346437454224,0.4972529709339142
71,0.7788461446762085,0.5078647136688232,0.001,0.763260006904602,0.4982883036136627
72,0.7692307829856873,0.5300515294075012,0.001,0.7658473253250122,0.49335458874702454
73,0.7692307829856873,0.52145916223526,0.000100000005,0.7671409845352173,0.4931935966014862
74,0.7700320482254028,0.5355809926986694,0.000100000005,0.7658473253250122,0.493308961391449
75,0.7596153616905212,0.5194019675254822,0.000100000005,0.7697283029556274,0.4926445186138153
76,0.7700320482254028,0.5186143517494202,0.000100000005,0.7697283029556274,0.4923551380634308
77,0.7724359035491943,0.5158368349075317,0.000100000005,0.7697283029556274,0.4911481738090515
78,0.7692307829856873,0.5200413465499878,0.000100000005,0.7684346437454224,0.49046486616134644
79,0.7692307829856873,0.5287559628486633,0.000100000005,0.7697283029556274,0.49091532826423645
80,0.7716346383094788,0.5171403884887695,0.000100000005,0.7697283029556274,0.49070262908935547
81,0.7516025900840759,0.5157985687255859,0.000100000005,0.7723156809806824,0.4894489347934723
82,0.7668269276618958,0.5351904630661011,0.000100000005,0.7723156809806824,0.48802053928375244
