,period,gameClock,team.name,x_passer,y_passer,x_recipient,y_recipient,player.jersey_nb,pass.recipient.jersey_nb,coord_all_team,coord_all_adversary,completed,distance_sideline,distance_goal,distance_opponent,speed_passer,opponents_closer_to_goal,distance_receiver_sideline,distance_receiver_goal,distance_receiver_opponent,opponents_closer_to_goal_receiver,speed_receiver,bypassed_opponents,angle,opponents_in_path,nearest_defender_pass_line,distance_pass
283,1,1654.921,Manchester City WFC,23.340029789857507,31.272907092346074,5.134806553768651,22.83884100104944,7,5,"{14: [13.98124711314391, -9.48979063679969, 3.44], 25: [19.73086420771856, 16.715638637131715, 1.3], 9: [25.184461412275514, -7.917934091272918, 1.17], 7: [23.340029789857507, 31.272907092346074, 1.6600000000000001], 10: [34.21306805781551, -0.16422381818936424, 2.75], 15: [26.698717003519928, 36.891707728967894, 3.2800000000000002], 1: [-31.628586710353247, 4.6334577274856334, 0.0], 21: [37.03664239336901, 11.601239727805801, 2.1], 33: [0.6034251604207063, 5.501497909343702, 2.13], 5: [5.134806553768651, 22.83884100104944, 2.17], 11: [36.023343539077636, 38.193768001755, 1.43]}","{2: [-29.82969660947642, -31.683466637819485, 1.82], 14: [-39.60973836044598, -2.9325681819529326, 2.38], 8: [-6.444125298077731, -4.504424727479704, 1.33], 20: [-27.256600642399448, 3.8475294547222476, 0.9500000000000001], 12: [-23.60189353871932, -30.99138054687859, 4.55], 15: [-37.49205760878086, -12.058720364190458, 3.02], 33: [-35.15805462979511, 5.208241091148409, 1.16], 19: [-34.17891191665962, -35.096976001612695, 2.36], 88: [-22.440584739419094, -19.78897009181839, 2.56], 21: [-56.96105806763761, -1.348981363698349, 0.53], 10: [-30.64944399721776, -19.542634364534344, 2.42]}",1,2.826896832214473,42.89467722823662,46.55226489063767,1.6600000000000001,0,11.260962923511109,52.763439259893765,29.693868786849904,0,2.17,0,-155.1427828438638,0,0.9401743493084707,20.06398823534816
284,1,1662.031,Manchester City WFC,7.400497250442624,25.114513910244913,30.638058616832463,14.252281364291253,5,21,"{14: [10.064676260601969, 5.255162182059656, 0.62], 25: [10.076061640987264, 17.7009815462679, 1.9], 9: [27.279371403170042, -19.73031872817933, 1.35], 7: [22.258418653254353, 20.786043273682385, 1.72], 10: [23.932069569892914, -2.3577848182901575, 0.32], 15: [8.539035288972258, 34.674686183411474, 0.64], 1: [-33.18838382313884, 2.78007463649138, 0.0], 21: [30.660829377603054, 14.310932727930311, 1.4], 33: [-6.819842850792511, 3.648114818349448, 1.35], 5: [7.41188263082792, 25.173165273883974, 1.08], 11: [26.118062603869816, 31.74211800145854, 4.51]}","{2: [-30.524204812979498, -26.662909910316063, 1.55], 14: [-31.036546930317837, -3.4721607274322723, 1.5], 8: [-6.261959211912989, -21.54851100099015, 3.65], 20: [-15.50688808477362, -2.6041205455742045, 0.25], 12: [-21.620837351677757, -22.322709001025725, 1.3900000000000001], 15: [-31.435035243803206, -14.088057546101888, 1.63], 33: [-30.558360954135388, 6.8152884548586155, 1.3599999999999999], 19: [-16.588499221376775, -29.33741209225714, 0.68], 88: [-11.829410220322902, -18.334416273569737, 0.8300000000000001], 21: [-52.69154042315148, -1.8885739091776885, 0.65], 10: [-22.03071104554843, -7.413532363977014, 2.24]}",1,8.985290014315634,51.794862625731035,35.95929641958256,1.08,0,19.847522560269294,26.26442053067308,49.127328356434994,0,1.4,0,-25.053402898604816,0,32.651679869938455,25.65097179716801
285,1,1665.466,Manchester City WFC,30.54697557375009,5.3020832729709015,35.75009440983052,-1.3724419091539724,21,10,"{14: [15.153941292829435, 2.3695150910179694, 3.0], 25: [20.40260165045105, 10.873962818681473, 2.34], 9: [35.12389848863922, -18.416528182664415, 3.42], 7: [24.888441522257807, 9.384218182249384, 2.42], 10: [35.98918739792175, -1.384172181881784, 5.13], 15: [12.307596196505349, 30.616011819588618, 1.5899999999999999], 1: [-33.598257517009515, 2.076258272822676, 0.63], 21: [30.535590193364797, 5.1378594547815375, 3.63], 33: [-1.5597971127855992, 5.149589727509349, 1.6800000000000002], 5: [6.034251604207062, 22.45174200103165, 1.38], 11: [35.761479790215816, 21.454668819167654, 3.29]}","{2: [-37.970243584963306, -14.592459273397791, 5.13], 14: [-35.13528386902452, -2.627581091029828, 2.32], 8: [-8.846440559375258, -22.615965819221017, 1.09], 20: [-22.05348180631902, 1.571856545526772, 3.5700000000000003], 12: [-28.12188955168197, -9.912080455000911, 3.11], 15: [-32.345865674626914, -4.985365909319985, 4.3], 33: [-38.58505412576931, 5.876866636633677, 2.19], 19: [-20.710006920854052, -25.431231273895833, 2.01], 88: [-19.617010403865603, -9.724396091355924, 3.47], 21: [-57.678337031911276, -0.0, 1.1], 10: [-29.533676719458718, -7.178926909420779, 3.32]}",1,22.152185955790927,22.7778714908452,48.28310988069864,3.63,0,16.9490671197105,17.004542717240405,49.39775540828939,0,5.13,0,-52.06184171854664,0,43.77803826204736,8.46296236723253
291,1,1749.009,Manchester City WFC,-19.503156600012638,10.979535273231779,-15.723210312094253,18.264034637202865,33,5,"{14: [-15.085629010517657, -8.574829364030375, 5.14], 25: [-4.554152154118538, 9.677475000444677, 3.96], 9: [0.21632222732063056, -4.398852272929399, 1.7000000000000002], 7: [-0.9677573327501893, 19.871082000913074, 3.8], 10: [2.766647433627012, 6.158393182101158, 3.77], 15: [-12.785782172687796, 28.80954981950561, 4.09], 1: [-41.52248226517577, 2.9794892728641793, 2.46], 21: [14.812379881270543, 24.645303001132447, 3.27], 33: [-19.503156600012638, 10.979535273231779, 3.9699999999999998], 5: [-15.723210312094253, 18.264034637202865, 4.65], 11: [4.326444546412611, 28.61013518313281, 1.63]}","{2: [-1.2410064619973016, -32.0940261832929, 2.42], 14: [-16.246937809817883, 4.914984272953116, 4.37], 8: [18.50124312610656, -13.208287091516008, 6.54], 20: [10.668101421022673, 12.668694546036669, 4.64], 12: [-6.819842850792511, -12.328516636930129, 4.24], 15: [-20.083810999662752, -20.774313000954574, 3.11], 33: [-7.150018881966105, 26.486955819398887, 2.89], 19: [6.273344592298286, -28.586674637677188, 4.52], 88: [6.69460366655425, -17.27869172806668, 5.07], 21: [-42.399156554843586, -3.5073515456157076, 1.21], 10: [6.922311274260178, -0.023460545455623462, 3.85]}",1,23.120268651328768,73.03235541934419,6.883439521387424,3.9699999999999998,9,15.835769287357682,70.818048050366,11.879227418743643,9,4.65,1,62.575080088792475,0,3.8223331375059773,8.206821852778525
292,1,1750.839,Manchester City WFC,-24.000381852204693,21.83003754645763,1.423172548162043,30.45178800139925,5,11,"{14: [-23.465268974095764, -4.868063182041868, 3.05], 25: [-11.977420165331754, 9.88861990954529, 3.04], 9: [-1.2068503208414125, -5.6305309093496305, 0.85], 7: [-7.833141705083885, 18.744975819043145, 3.2], 10: [-2.1632222732063053, 1.8299225455386299, 2.23], 15: [-22.03071104554843, 29.407793728624007, 3.42], 1: [-48.012149084794686, 3.04987090923105, 2.52], 21: [8.322713061651628, 24.082249910197483, 2.51], 33: [-27.52984977164656, 7.296229636698896, 3.5700000000000003], 5: [-24.068694134516473, 21.900419182824503, 1.9500000000000002], 11: [1.3662456462355612, 30.4987090923105, 1.6]}","{2: [-1.7305778185650444, -28.7978195467778, 0.0], 14: [-7.935610128551551, 1.5366657273433366, 3.68], 8: [25.91312575693448, -19.753779273634954, 3.69], 20: [17.829505683374077, 7.108545273053908, 3.21], 12: [0.7855912465854478, -13.196556818788196, 4.28], 15: [-12.933792117696646, -21.00891845551081, 3.93], 33: [-4.428912969880278, 19.554364637262157, 3.64], 19: [16.90728987216507, -29.044155274061847, 4.53], 88: [15.097014390902952, -17.126198182605126, 3.45], 21: [-39.76913368584013, -3.3548580001541546, 1.22], 10: [13.252582768484945, -5.2903530002430905, 4.04]}",0,12.269766378102918,79.74566128792237,19.70332665824325,1.9500000000000002,10,3.648015923161296,59.63672055454308,12.369346825427835,6,1.6,5,18.733057245478932,0,8.440681393124294,26.845701690507045
296,1,1777.603,Manchester City WFC,-27.051663795464115,6.369538091201769,-51.29113863576003,2.6510416364854508,33,1,"{14: [-24.706275436093065, -1.478014363704278, 5.98], 25: [-11.362609624525753, 23.695150910179695, 3.01], 9: [6.250573831527693, 12.46927990966387, 3.83], 7: [-2.2315345555180834, 29.642399183180242, 2.41], 10: [-5.009567369530392, 12.551391818758551, 3.5300000000000002], 15: [-10.873038267958009, 35.01486409251802, 1.43], 1: [-51.29113863576003, 2.6510416364854508, 3.91], 21: [9.484021860951854, 20.774313000954574, 4.1], 33: [-27.051663795464115, 6.369538091201769, 5.94], 5: [-21.814388818227794, 22.557314455581956, 5.05], 11: [4.394756828724389, 35.67175936527547, 0.43]}","{2: [-5.180348075309836, -32.399013274216, 2.08], 14: [-8.231630018569257, -7.612947000349813, 3.87], 8: [10.952735930655082, -26.205429273931404, 1.77], 20: [24.2850163618371, -3.2140947274204144, 6.76], 12: [-0.29601989001770496, -18.334416273569737, 3.58], 15: [-11.658629514543456, -22.404820910120407, 4.92], 33: [-4.337829926797907, 1.9589555455445589, 3.47], 19: [8.174703116642775, -32.621888456044424, 2.08], 88: [16.873133731009183, -10.65108763685305, 6.05], 21: [-38.994927819639976, -4.492694454751892, 1.17], 10: [2.5275544455357886, -12.598312909669799, 4.17]}",1,25.6474977340769,80.00478207904045,16.14402835210433,5.94,10,1.4080228937809878,104.02408639458359,14.220751238092689,11,3.91,0,-171.27843925191618,0,7.8037444276283106,24.523037259219674
298,1,1788.162,Manchester City WFC,-35.43130375904222,23.284591364706287,-3.017125802103531,34.55738345613336,5,11,"{14: [-22.03071104554843, -5.583609818438384, 1.6600000000000001], 25: [-25.423554400366736, 14.451696000664052, 2.66], 9: [0.6148105408060026, -19.26110781906686, 0.79], 7: [-14.880692163582323, 24.539730546582142, 1.09], 10: [-10.132988542913747, -12.305056091474505, 1.53], 15: [-32.19785572961806, 37.560333274453164, 1.1], 1: [-55.344334052925525, 3.8944505456334944, 1.19], 21: [0.9677573327501893, 17.091007364421692, 2.05], 33: [-39.13155238426353, -5.067477818414668, 1.0], 5: [-35.43130375904222, 23.284591364706287, 1.03], 11: [-3.017125802103531, 34.55738345613336, 3.19]}","{2: [-0.6603520623471879, -30.17026145593177, 3.98], 14: [-1.6850362970238588, -3.519081818343519, 1.81], 8: [34.30415110089788, -23.58957845562939, 2.85], 20: [23.0440098998398, 3.554272636526954, 2.45], 12: [14.07233015622628, -25.677567001179877, 1.99], 15: [-2.6300228690034557, -17.14965872806075, 1.8], 33: [-1.8672023831886007, 8.785974273130986, 1.27], 19: [23.08955142138099, -31.03830163778984, 2.14], 88: [24.01176723258999, -12.363707455113563, 2.27], 21: [-36.49014413487478, -2.862186545586062, 0.58], 10: [9.484021860951854, -4.774221000219375, 3.56]}",1,10.81521255985426,91.15454518016932,26.168208536918325,1.03,11,-0.4575795315728115,65.56307974276844,25.797051287833423,10,3.19,0,19.176320111436723,0,24.348146938822406,34.31843198866509
300,1,1793.235,Manchester City WFC,-0.6831228231177807,32.48112518331068,-3.449770256744792,26.627719092132626,21,7,"{14: [-17.169153621026886, 1.2785997273314786, 1.3], 25: [-13.856007928905651, 24.422427819304023, 2.52], 9: [7.002008936957252, -14.064597000646264, 1.32], 7: [-3.449770256744792, 26.662909910316063, 0.81], 10: [3.199291888268273, -4.504424727479704, 3.07], 15: [-15.153941292829435, 33.325704819713124, 3.59], 1: [-52.6232281408397, 3.3548580001541546, 0.89], 21: [-0.7400497250442624, 32.55150681967755, 1.8599999999999999], 33: [-28.78224161402916, 3.0733314546866732, 2.11], 5: [-27.882796563590745, 23.026525364694425, 2.96], 11: [-2.083524610509231, 30.42832745594363, 4.04]}","{2: [2.3681591201416397, -32.97379663787877, 2.39], 14: [-9.472636480566559, -15.777216818906776, 2.23], 8: [27.06304917584941, -28.539753546765937, 1.63], 20: [11.55616109107579, -4.129056000189729, 2.25], 12: [2.11768075166512, -31.014841092334215, 0.67], 15: [-0.15939532539414883, -31.71865745600292, 1.37], 33: [-8.402410724348702, 0.43402009092903404, 2.88], 19: [10.076061640987264, -32.72746091059473, 2.87], 88: [12.899635976540758, -18.92092990996032, 1.85], 21: [-36.603997938727744, -5.853406091178053, 0.53], 10: [-1.2068503208414125, -21.923879728280124, 1.32]}",0,1.618678741249866,62.48753296364019,32.96368229588806,1.8599999999999999,9,7.472084832427921,62.142883460541974,26.657804016216375,9,0.81,0,-115.29804018852411,0,6.71560499542664,6.4743108428801355
316,1,1933.08,Manchester City WFC,11.874951741864086,-6.416459182113016,15.620741888626585,-9.395948454977196,25,10,"{14: [-2.5275544455357886, -20.258181000930858, 1.38], 25: [11.874951741864086, -6.416459182113016, 2.25], 9: [8.140546975486886, -19.214186728155614, 1.35], 7: [17.442402750274, -3.882720272905683, 3.08], 10: [15.620741888626585, -9.395948454977196, 2.99], 15: [-0.022770760770592688, 12.187753364196388, 1.5], 1: [-38.915230156942904, -0.9149612727693149, 1.13], 21: [22.577209304042647, 2.158370181917358, 1.81], 33: [-0.7969766269707441, -7.3079599094267085, 0.52], 5: [4.2239761229449435, -1.2082180909646083, 0.45], 11: [11.487848808764012, 13.466353091527866, 2.16]}","{2: [-7.855912465854478, -31.237716274162636, 3.39], 14: [-29.545062099844014, 12.774267000586974, 1.7000000000000002], 8: [-6.683218286168954, 1.126106181869926, 1.03], 20: [-0.8880596700531149, 21.607162364629207, 1.13], 12: [-31.98153350229743, 3.5777331819825777, 3.7199999999999998], 15: [-30.865766224538387, -20.53970754639834, 2.66], 33: [-6.0684077453629515, 32.89168472878409, 3.16], 19: [-14.402506187399876, -8.73905318221974, 0.30000000000000004], 88: [-5.704075573033468, 9.02057972768722, 2.08], 21: [-50.995118745742325, -0.4457503636568457, 1.12], 10: [-12.990719019623128, 6.557222454846757, 4.16]}",1,27.68334474244753,41.32538025504398,20.032372976243703,2.25,0,24.703855469583353,38.250399350024274,24.6613112639953,0,2.99,0,-38.49956205798213,0,1.1381293755025819,4.786261604916278
306,1,1870.863,Manchester City WFC,-2.607252108232863,-12.762536727859164,-19.844718011571526,-6.205314273012405,10,33,"{14: [-19.11605366691256, -20.492786455487092, 0.26], 25: [-11.46507804799342, -1.1495667273255497, 0.4], 9: [-0.25047836847651955, -34.73333754705053, 0.63], 7: [-3.540853299827163, 13.008872455143209, 0.23], 10: [-2.607252108232863, -12.774267000586974, 0.27], 15: [-16.725123786000328, 26.264080637570466, 0.44], 1: [-44.74454491421463, 0.6803558182130803, 0.64], 21: [0.20493684693533418, 0.023460545455623462, 0.48], 33: [-19.833332631186234, -6.205314273012405, 0.07], 5: [-17.351319707191628, 7.906203818545106, 0.51], 11: [0.022770760770592688, 36.715753638050714, 0.1]}","{2: [-18.455701604565373, -20.61008918276521, 0.30000000000000004], 14: [-20.30013322698338, 4.398852272929399, 0.0], 8: [-0.13662456462355613, -10.932614182320533, 0.85], 20: [-0.6489666819618917, 16.9033230007767, 1.04], 12: [-10.064676260601969, -0.7741980000355743, 0.76], 15: [-20.823860724707014, -8.445796364024446, 0.48], 33: [-18.80864839650956, 18.029429182646627, 0.09], 19: [-6.853998991948399, -25.56026427390176, 0.33], 88: [-5.146191934153947, -10.02938318227903, 0.2], 21: [-43.36691388759378, 0.563053090934963, 0.18], 10: [-9.358782676713595, 4.6334577274856334, 0.39]}",1,21.337267196701383,56.75986022888441,3.074510852462801,0.27,2,27.89448965154814,72.808793315796,2.4450931378644887,6,0.07,0,159.17292259082322,1,1.651846364041875,18.442543129707182
307,1,1873.302,Manchester City WFC,-19.799176490030344,-9.255185182243455,-17.613183456053445,-20.868155182777066,33,14,"{14: [-17.60179807566815, -20.95026709187175, 1.83], 25: [-11.806639459552308, -1.313790545514914, 0.66], 9: [2.6300228690034557, -35.66002909254766, 1.53], 7: [0.8994450504384113, 13.88864290972909, 1.6800000000000002], 10: [-2.277076077059269, -14.580729000669981, 1.35], 15: [-15.29056585745299, 26.686370455771687, 0.93], 1: [-43.514923832602626, -0.8211190909468212, 0.30000000000000004], 21: [5.430826443786356, -0.5982439091183982, 2.43], 33: [-19.77640572925975, -9.337297091338137, 1.67], 5: [-18.763106874968376, 7.19065718214859, 1.25], 11: [3.472541017515385, 37.06766181988507, 1.44]}","{2: [-17.40824660911811, -19.284568364522485, 2.37], 14: [-18.114140193006484, 6.920860909408921, 2.38], 8: [8.436566865504592, -4.199437636556599, 5.38], 20: [5.134806553768651, 14.522077637030923, 3.47], 12: [-6.740145188095435, -0.3284476363787285, 1.48], 15: [-19.366532035389085, -7.917934091272918, 1.74], 33: [-15.609356508241289, 20.703931364587703, 3.13], 19: [-6.47828143923362, -25.231816637523032, 1.02], 88: [-1.8785877635738968, -6.111472091189912, 3.93], 21: [-42.513010358696555, 0.7976585454911977, 1.03], 10: [-6.113949266904137, 7.272769091243273, 2.8200000000000003]}",1,24.844618742317092,73.08671198212193,1.4054969599517904,1.67,10,13.23164874178348,73.34375064111268,1.5967925106855507,10,1.83,2,-79.33954587450884,1,0.49434492091252297,11.81692167097206
308,1,1880.898,Manchester City WFC,-8.174703116642775,-28.868201183144667,-26.801185426987594,-22.97960427378318,14,33,"{14: [-8.174703116642775, -28.868201183144667, 2.8200000000000003], 25: [-12.034347067258237, -17.935587000824135, 3.35], 9: [18.53539926726245, -22.90922263741631, 1.63], 7: [6.512437580389508, 3.2962066365150964, 1.27], 10: [3.7913316683036826, -31.566163910541366, 1.63], 15: [-9.051377406310595, 17.126198182605126, 0.86], 1: [-43.73124605992325, -4.222898182012223, 0.58], 21: [17.465173511044593, -12.398898273296998, 1.6800000000000002], 33: [-26.801185426987594, -22.97960427378318, 2.15], 5: [-19.3096051334626, 5.454576818432455, 0.28], 11: [8.789513657448778, 35.68348963800329, 0.81]}","{2: [-15.563814986700102, -6.674525182124875, 1.75], 14: [-17.146382860256296, 18.31095572811411, 2.8], 8: [14.39112080701458, 22.357899819209155, 2.9699999999999998], 20: [6.273344592298286, 30.486978819582685, 3.48], 12: [-5.681304812262876, 11.87103600054547, 3.36], 15: [-18.05721329108, 9.14961272769315, 3.05], 33: [-18.14829633416237, 26.72156127395512, 2.21], 19: [-5.943168561124692, -8.75078345494755, 1.38], 88: [7.024779697727844, 20.73912218277114, 3.54], 21: [-47.0330063716592, 4.1173257274619175, 1.18], 10: [-5.590221769180505, 25.466422092079267, 2.09]}",1,5.23160274141588,67.37210429036946,20.240806370380874,2.8200000000000003,6,11.120199650777366,82.75486317303715,19.802376084638933,10,2.15,0,162.4561128314142,0,18.934020786998367,19.535132884588478
309,1,1888.39,Manchester City WFC,-13.150114345017279,-22.00599163737481,-3.6433217232948305,-34.11163309247651,33,14,"{14: [-3.4269994959741994, -34.25239636521025, 5.69], 25: [-15.153941292829435, -5.900327182089301, 2.23], 9: [12.341752337661237, -17.36080363716136, 3.54], 7: [5.533294867254024, 9.794777727722794, 3.29], 10: [-3.199291888268273, -16.516224000758918, 2.02], 15: [-11.5220049499199, 28.445911364943445, 3.46], 1: [-43.74263144030856, 1.0557245455030557, 1.2], 21: [10.542862236784414, -7.976585454911977, 3.08], 33: [-12.990719019623128, -22.146754910108545, 4.5600000000000005], 5: [-25.674032768843258, 9.947271273184347, 3.39], 11: [9.438480339410669, 33.77145518336997, 2.99]}","{2: [-10.975506691425677, -10.17014645501277, 3.16], 14: [-12.945177498081943, 11.33144345506613, 3.5300000000000002], 8: [15.005931347820582, 2.2404820910120407, 3.75], 20: [4.2239761229449435, 25.466422092079267, 5.78], 12: [-4.394756828724389, 5.853406091178053, 4.59], 15: [-12.603616086523054, 2.5689297273907687, 3.24], 33: [-13.104572823476092, 21.114490910061114, 3.65], 19: [-1.4459433089326357, -12.692155091492292, 3.8200000000000003], 88: [11.931878643790569, 19.284568364522485, 5.66], 21: [-41.94374133943174, 3.566002909254766, 1.54], 10: [0.7400497250442624, 18.744975819043145, 2.8200000000000003]}",1,12.093812287185738,69.4290342806804,12.033958186228746,4.5600000000000005,10,-0.011829167915962557,65.86409440151611,21.531895172755966,8,5.69,5,-51.85677244033503,0,6.8512867392861505,15.392389710240357
259,1,1313.806,Manchester City WFC,-23.146478323307466,-9.196533818604397,-6.045636984592359,-33.5016589106303,33,9,"{14: [-10.747799083719748, -9.794777727722794, 2.96], 25: [-14.049559395455688, 3.6833056365328836, 3.5], 9: [-6.045636984592359, -33.5016589106303, 3.31], 7: [-1.0816111366031527, 20.26991127365867, 1.6099999999999999], 10: [3.3245310725065322, -11.847575455089848, 3.95], 15: [-11.966034784946457, 30.874077819600473, 1.62], 1: [-43.64016301684089, -1.1495667273255497, 3.33], 21: [5.191733455695133, 10.064574000462464, 3.22], 33: [-23.146478323307466, -9.196533818604397, 4.11], 5: [-24.13700641682825, 19.507443546350906, 3.42], 11: [5.51052410648343, 33.86529736519247, 1.79]}","{2: [-5.032338130300984, -19.589555455445588, 2.51], 14: [-3.7799462879183863, 8.328493636746328, 5.49], 8: [19.024970623830193, -8.023506545823224, 2.11], 20: [9.87112479405193, 13.34905036424975, 4.55], 12: [4.11012231909198, 6.9677820003201685, 4.64], 15: [-4.884328185292132, -5.841675818450242, 4.01], 33: [-0.5692690192648172, 20.07049663728587, 5.91], 19: [2.5617105866916776, -24.786066273866187, 3.06], 88: [18.05721329108, 5.736103363899936, 5.65], 21: [-37.57175527147793, -0.5982439091183982, 1.46], 10: [-0.14800994500885248, -8.985388909503785, 3.35]}",1,24.90327010595615,76.40116045561567,16.793427416670696,4.11,10,0.5981450139302495,67.62627079937457,12.249407627428601,10,3.31,0,-54.87016684567642,0,6.8499917101970045,29.71830883867611
258,1,1310.218,Manchester City WFC,-25.8448134746227,31.765578546914163,-26.994736893537635,5.501497909343702,5,33,"{14: [-10.15575930368434, -0.692086090940892, 2.15], 25: [-10.258227727152006, 16.35200018256955, 2.44], 9: [6.842613611563102, -22.78018963741038, 3.37], 7: [-5.66991943187758, 26.86232454668886, 2.12], 10: [4.736318240283279, -1.5953170909823953, 2.02], 15: [-10.474549954472636, 36.9972801835182, 1.58], 1: [-44.562378828049894, 12.633503727853233, 1.97], 21: [4.531381393347945, 21.161412000972362, 2.61], 33: [-26.994736893537635, 5.501497909343702, 3.03], 5: [-25.8448134746227, 31.765578546914163, 3.06], 11: [6.364427635380657, 38.38145236539998, 1.3900000000000001]}","{2: [-4.23536150333024, -29.184918546795583, 1.8900000000000001], 14: [-3.666092484065423, -8.973658636775975, 2.95], 8: [17.453788130659294, -19.765509546362768, 2.92], 20: [9.02860664554, -2.4633572728404634, 3.07], 12: [1.9241292851150822, -11.437015909616438, 4.76], 15: [-4.326444546412611, -19.765509546362768, 2.15], 33: [-4.6680059579715, 2.052797727367053, 2.7800000000000002], 19: [8.926138222072334, -33.39608645607999, 1.46], 88: [9.370168057098892, -13.88864290972909, 3.61], 21: [-43.503538452217335, -5.818215272994618, 1.9100000000000001], 10: [1.4800994500885247, -21.7010045464517, 3.41]}",1,2.3342253776463835,84.72430577983432,36.487073336015065,3.06,10,25.70442463600338,79.88356479974145,20.016903742444015,10,3.03,0,-92.50698692918004,0,15.99786288383782,26.289242202965315
226,1,1217.543,Manchester City WFC,1.5825678735561919,30.979650274150778,1.855817002803304,35.554456637997355,25,15,"{14: [-1.593953253941488, 10.393021636841192, 0.58], 25: [1.5484117324003026, 30.92099891051172, 1.51], 9: [16.178625527506107, -6.263965636651464, 0.13], 7: [8.584576810513443, 29.067615819517467, 2.86], 10: [10.326540009463784, 9.771317182267172, 2.55], 15: [1.7988901008768226, 35.577917183452975, 1.53], 1: [-39.95129977200487, 7.718519454900118, 0.28], 21: [18.990814482674303, 28.516293001310316, 1.51], 33: [-7.013394317342549, 17.208310091699808, 0.84], 5: [-3.5522386802124597, 31.71865745600292, 1.6400000000000001], 11: [13.115958203861387, 35.50753554708611, 0.89]}","{2: [-13.730768744667392, -34.850640274328654, 0.74], 14: [-21.142651375495312, -13.75960990972316, 1.18], 8: [-0.6831228231177807, -30.264103637754264, 1.27], 20: [-4.087351558321387, -8.73905318221974, 0.98], 12: [-12.034347067258237, -20.21125991001961, 0.93], 15: [-21.939628002466055, -27.882858274008484, 1.65], 33: [-19.639781164636194, -4.656918272941256, 1.07], 19: [-6.819842850792511, -37.196694819891, 2.13], 88: [-4.599693675659723, -31.155604365067955, 2.63], 21: [-48.47894968059183, -5.935518000272735, 0.8300000000000001], 10: [-10.907194409113897, -29.747971637730547, 1.15]}",1,3.120153650409769,59.77160595215556,40.12135828482234,1.51,1,-1.4546527134368077,62.04163980334324,44.69044936828907,2,1.53,0,86.58183485814259,0,1.389867425941345,4.5829595626980435
228,1,1222.595,Manchester City WFC,-18.48985774572126,27.30807491034571,-21.006026810871756,8.41060554584101,5,33,"{14: [-8.391025343963406, 9.442869545888444, 2.89], 25: [-4.041810036780202, 23.542657364718142, 2.64], 9: [12.227898533808274, -14.932637182504333, 3.24], 7: [-1.593953253941488, 25.583724819357382, 1.4100000000000001], 10: [3.802717048688979, 1.7947317273551948, 3.4], 15: [-14.0154032542998, 34.651225637955854, 1.21], 1: [-41.96651210020232, 7.366611273065767, 1.07], 21: [9.575104904034225, 21.47812936462328, 2.07], 33: [-21.165422136265903, 8.328493636746328, 3.91], 5: [-18.62648231034482, 27.237693273978838, 3.47], 11: [11.499234189149307, 36.011937274382014, 1.25]}","{2: [-7.776214803157403, -27.354996001256954, 1.79], 14: [-9.916666315593117, -4.868063182041868, 2.39], 8: [11.726941796855236, -21.63062291008483, 3.36], 20: [8.630118332054629, -5.161320000237161, 3.91], 12: [-2.6300228690034557, -4.739030182035939, 3.14], 15: [-9.597875664804818, -19.929733364552128, 2.4], 33: [-9.09691892785178, 3.9061808183613063, 3.12], 19: [7.867297846239774, -32.53977654694974, 2.1], 88: [6.660447525398361, -18.146731909924746, 3.62], 21: [-42.16006356675236, -5.325543818426525, 1.08], 10: [-3.1423649863417906, -22.63942636467664, 1.88]}",1,6.791729014214837,76.24701581493348,25.216580789803636,3.47,10,25.68919837871954,74.18350944747391,12.732505358135104,10,3.91,0,-97.58423603763468,0,12.399436209971034,19.064245464922394
458,1,2842.942,Manchester City WFC,-45.655375345038344,12.422358818752622,-11.931878643790569,34.017790910654014,33,11,"{14: [-46.96469408934742, -2.005876636455806, 1.26], 25: [-46.22464436430316, 23.964947182919364, 2.22], 9: [-19.024970623830193, -3.2727460910594726, 1.06], 7: [-33.427476811230065, 13.266938455155067, 1.33], 10: [-41.98928286097292, 3.261015818331661, 2.16], 15: [-43.230289322970215, 15.648183818900849, 0.52], 1: [-57.6100247495995, 1.8416528182664418, 0.47000000000000003], 21: [-10.40623767216086, 10.90915363686491, 1.1400000000000001], 33: [-45.643989964653045, 12.586582636941987, 3.34], 5: [-48.9002087548478, 12.457549636936056, 0.48], 11: [-11.931878643790569, 34.0999028197487, 1.71]}","{2: [13.867393309290946, -24.7039543647715, 2.06], 14: [5.191733455695133, 1.0322640000474324, 0.79], 8: [48.10323212787706, -4.2932798183790934, 1.33], 20: [44.72177415344404, 3.6833056365328836, 1.19], 12: [17.96613024799763, -13.384241182433184, 1.31], 15: [2.0379830889680455, -13.22001736424382, 1.02], 33: [16.406333135212034, 8.527908273119127, 3.13], 19: [41.226462375158064, -19.0968840008775, 1.6600000000000001], 88: [33.91704816779781, -13.642307182445043, 1.54], 21: [-33.21115458390944, -2.0645280000948647, 0.13], 10: [39.96268515239017, -22.90922263741631, 1.94]}",1,7.043786184502672,99.13591640992095,19.097866898002213,3.34,11,0.0820130139065327,73.0368499616993,37.16534779743093,10,1.71,1,32.63417927660469,0,18.91068961537071,40.04543565745033
